location 	rooms 	housetype 	area 	price 	unitprice 	year 	floor 	elevator 	condition 	lot 	energy
Töyrynummi 	3h + k + kph-s ... 	rt 	84,50 	227000 	2686 	1991 	2/2 	ei 	hyvä 	vuokra 	F2013
Puotinharju 	3 h+k 	kt 	67,00 	175000 	2612 	1963 	2/7 	on 	tyyd. 	vuokra 	E2007
Länsi-pasila 	3h, k, vh, kph,... 	kt 	71,00 	306000 	4310 	1987 	2/4 	on 	tyyd. 	vuokra 	E2007
Taka-töölö 	3h, k, kph, eri... 	kt 	88,50 	577000 	6520 	1938 	6/6 	on 	tyyd. 	oma 	F2013
Munkkivuori 	3h+k+kph+p 	kt 	68,00 	332000 	4882 	1962 	2/4 	on 	tyyd. 	oma 	E2018
Aurinkolahti 	3h+k+kph+s+vh+wc 	kt 	73,50 	331000 	4503 	2007 	3/3 	on 	hyvä 	oma 	C2007
Puistola 	3h+k 	kt 	74,00 	180000 	2432 	1980 	2/2 	ei 	tyyd. 	vuokra 	D
Lauttasaari 	3 h, k, kph, s,... 	kt 	79,00 	486000 	6152 	1991 	1/4 	on 	tyyd. 	oma 	G2013
Lassila 	3h+k+kph+s+vh+wc+p 	kt 	80,50 	260000 	3230 	1981 	2/4 	on 	tyyd. 	oma 	D2018
Jätkäsaari 	3h, kt 	kt 	67,00 	355100 	5300 	2021 	4/7 	on 	hyvä 	vuokra 	B2018
Mellunmäki 	3h,k 	kt 	69,50 	188000 	2705 	1988 	3/3 	ei 	hyvä 	vuokra 	E2007
Laajasalo 	3h, k, s, kph, ... 	kt 	77,00 	273097 	3547 	1980 	2/2 	ei 	tyyd. 	oma 	F2013
Meilahti 	3-4h+k+kph+eril... 	kt 	77,00 	486000 	6312 	1951 	3/3 	ei 	hyvä 	oma 	D2007
Tapulikaupunki 	3h, k, kph, s, ... 	rt 	79,00 	227000 	2873 	1978 	1/2 	ei 	hyvä 	vuokra 	E2007
Länsi-pakila 	3 h, k, khh, kh... 	rt 	83,00 	327000 	3940 	1979 	1/1 	ei 	tyyd. 	oma 	
Jätkäsaari 	3h, kt 	kt 	52,00 	301600 	5800 	2021 	2/7 	on 	hyvä 	vuokra 	B2018
Myllypuro 	3h+k+khp+erill.... 	rt 	126,50 	254000 	2008 	1966 	-1/2 	ei 	tyyd. 	oma 	D2018
Viikki 	3h, k, kph, las... 	kt 	61,50 	310000 	5041 	2015 	2/4 	on 	hyvä 	  	C2013
Tapanila 	3h, k, p 	kt 	64,00 	160000 	2500 	1966 	1/3 	ei 	hyvä 	oma 	E2013
Etelä-haaga 	3h+k+kph+parvek... 	kt 	70,10 	335000 	4779 	1961 	3/3 	ei 	tyyd. 	vuokra 	D2007
Etelä-haaga 	3h, k, kph, eri... 	kt 	75,00 	380000 	5067 	1964 	3/3 	ei 	hyvä 	oma 	E2007
Länsi-pasila 	3h+k+s 	kt 	67,00 	439000 	6552 	2013 	2/5 	on 	hyvä 	oma 	A2007
Lauttasaari 	3h+k+kph (yht. ... 	kt 	87,00 	645500 	7420 	1959 	2/4 	on 	tyyd. 	oma 	G2013
Viikki 	3h, k, kph/s, l... 	kt 	87,50 	308000 	3520 	2008 	2/4 	on 	hyvä 	vuokra 	
Etu-töölö 	3h+avok+kph 	kt 	59,00 	505000 	8559 	1928 	5/6 	on 	hyvä 	oma 	F2013
Vuosaari 	3h+k+kph/s+eril... 	kt 	67,00 	245000 	3657 	2001 	1/5 	on 	hyvä 	vuokra 	F2013
Myllykylä 	3h, k, saunaos,... 	rt 	81,50 	390000 	4785 	2019 	-1/2 	ei 	hyvä 	oma 	C
Munkkiniemi 	3h, k, kph, s, ... 	kt 	77,00 	420000 	5455 	1988 	2/5 	on 	tyyd. 	vuokra 	F2013
Taka-töölö 	3h+kk+rt+sauna 	kt 	93,00 	685000 	7366 	1939 	6/6 	on 	hyvä 	oma 	E2013
Kurkimäki 	3h, k, s, lasit... 	kt 	73,50 	169000 	2299 	1984 	3/4 	ei 	tyyd. 	vuokra 	E
Viikki 	3h, k, kph, s, ... 	kt 	81,50 	350000 	4294 	2001 	1/4 	on 	hyvä 	oma 	G2013
Munkkiniemi 	3h, kk, halli, ... 	kt 	62,00 	365000 	5887 	1954 	4/7 	on 	tyyd. 	oma 	D2012
Pohjois-haaga 	3h,k,kh,p 	kt 	65,00 	295000 	4538 	1954 	4/4 	ei 	tyyd. 	oma 	E2007
Punavuori 	2-3h, avok, kph+wc 	kt 	75,00 	505000 	6733 	1920 	3/5 	on 	hyvä 	oma 	D2007
Pihlajamäki 	3h, avokeitti&#... 	kt 	76,00 	239000 	3145 	1987 	1/4 	on 	hyvä 	oma 	F2013
Taka-töölö 	3h, k, rt, kph,... 	kt 	98,00 	680000 	6939 	1931 	3/6 	on 	hyvä 	oma 	
Punavuori 	3h, k, kph, wc,... 	kt 	105,00 	760000 	7238 	1924 	5/5 	on 	tyyd. 	oma 	F2013
Mellunkylä 	3h+k+kph+s+las.p 	kt 	62,00 	260000 	4194 	2015 	2/5 	on 	hyvä 	oma 	C2013
Herttoniemenranta 	3h, avok, sauna... 	kt 	62,50 	345000 	5520 	2015 	3/8 	on 	hyvä 	vuokra 	
Lauttasaari 	3h+avok+kph+las.p 	kt 	66,00 	500000 	7576 	2019 	3/8 	on 	hyvä 	oma 	C2013
Lauttasaari 	3h+avok+kph+las.p 	kt 	66,00 	590000 	8939 	2019 	8/8 	on 	hyvä 	oma 	C2013
Pitäjänmäki 	3h+kt 	kt 	71,00 	395000 	5563 	2011 	1/5 	on 	hyvä 	oma 	E2013
Vuosaari 	3h, k 	kt 	73,00 	185000 	2534 	1965 	1/8 	ei 	tyyd. 	oma 	F2013
Vesala 	3h+k 	rt 	77,80 	146300 	1880 	1975 	1/2 	ei 	tyyd. 	vuokra 	E2007
Myllypuro 	3h, k, saunaos,... 	rt 	81,50 	375000 	4601 	2019 	-1/2 	ei 	hyvä 	oma 	C
Lauttasaari 	3 h, avok, kh-s... 	kt 	95,00 	825000 	8684 	2013 	4/6 	on 	hyvä 	oma 	C2018
Pohjois-haaga 	3h, k, kph, ran... 	kt 	66,00 	272000 	4121 	1955 	3/3 	ei 	tyyd. 	oma 	G2013
Lauttasaari 	3h+avok+kph+las.p 	kt 	48,50 	425000 	8763 	2019 	6/8 	on 	hyvä 	oma 	C2013
Jätkäsaari 	3h, kt 	kt 	52,00 	340600 	6550 	2021 	6/7 	on 	hyvä 	vuokra 	B2018
Aurinkolahti 	3h, k, kph, eri... 	kt 	70,50 	358500 	5085 	2005 	6/6 	on 	hyvä 	oma 	
Munkkiniemi 	3 h, halli, k, ... 	kt 	77,00 	415000 	5390 	1941 	2/6 	on 	tyyd. 	oma 	E2018
Konala 	3h+k+s 	kt 	68,50 	300000 	4380 	2013 	3/4 	on 	hyvä 	oma 	C2013
Tapanila 	3h, k, kph, vh, p 	kt 	64,00 	160000 	2500 	1966 	1/3 	ei 	hyvä 	oma 	E2013
Hakuninmaa 	3h+k+kph+s 	rt 	64,50 	290000 	4496 	2017 	1/1 	ei 	hyvä 	vuokra 	C2013
Siltamäki 	3h+k+kph+wc+p 	kt 	80,50 	135000 	1677 	1968 	2/3 	ei 	tyyd. 	oma 	F2013
Tapanila 	3-4h, k, kph, s... 	rt 	155,00 	339000 	2187 	1990 	-1/2 	ei 	tyyd. 	oma 	E2013
Vallila 	3h+kk+sauna 	kt 	82,00 	480000 	5854 	2012 	1/5 	on 	hyvä 	vuokra 	F2013
Pihlajamäki 	3-4 h+k+kph+par... 	kt 	67,50 	160000 	2370 	1963 	2/3 	ei 	  	vuokra 	F2013
Lassila 	3h, k, s, p 	kt 	72,50 	180000 	2483 	1983 	1/6 	on 	huono 	oma 	F2013
Ylä-malmi 	3h, k, s 	kt 	73,50 	203000 	2762 	1988 	2/3 	ei 	hyvä 	vuokra 	D
Lauttasaari 	3h, k, khh, s, ... 	kt 	96,00 	680000 	7083 	2012 	6/8 	on 	hyvä 	oma 	B2007
Harju 	3h, k, kph/wc, ... 	kt 	55,00 	330000 	6000 	1952 	5/7 	on 	hyvä 	oma 	
Taka-töölö 	3h+kt+kph+s+las... 	kt 	60,50 	400000 	6612 	2000 	6/8 	on 	tyyd. 	oma 	D2007
Roihuvuori 	3 h+k 	kt 	61,10 	244000 	3993 	1960 	2/4 	ei 	hyvä 	vuokra 	G2013
Kruunuvuorenranta 	3h, k, kph, las... 	kt 	70,00 	322000 	4600 	2017 	5/5 	on 	hyvä 	vuokra 	C2013
Myllypuro 	3h, k, kph, vh, p 	kt 	70,60 	170500 	2415 	1964 	3/3 	ei 	hyvä 	oma 	E2007
Kivikko 	3h, k, kph, s, ... 	kt 	72,00 	235000 	3264 	2004 	3/6 	on 	tyyd. 	vuokra 	F2013
Katajanokka 	3H+KT+PARVEKE 	kt 	74,00 	640000 	8649 	1940 	6/8 	on 	hyvä 	oma 	C2018
Koskela 	3h+k 	kt 	74,10 	220000 	2969 	1973 	6/6 	on 	hyvä 	vuokra 	G2013
Tapaninvainio 	3h+k+s+lasit.pa... 	kt 	76,50 	199104 	2603 	1979 	1/3 	ei 	hyvä 	oma 	F2013
Alppikylä 	3h, avok, kph, ... 	rt 	78,00 	305000 	3910 	2016 	-1/2 	ei 	hyvä 	vuokra 	C
Lassila 	3h, k, kph, s, ... 	kt 	80,00 	216000 	2700 	1981 	3/4 	on 	tyyd. 	oma 	F2013
Meilahti 	3h, avokeitti&#... 	kt 	80,00 	415000 	5188 	1949 	3/8 	on 	hyvä 	oma 	E2007
Käpylä 	3h+k+kph+pukuh.... 	rt 	120,00 	355000 	2958 	1923 	  	ei 	tyyd. 	vuokra 	
Kallio 	3h, avok, kph 	kt 	66,50 	345000 	5188 	1962 	1/8 	on 	hyvä 	oma 	
Jätkäsaari 	3h, kt 	kt 	67,00 	365150 	5450 	2021 	5/7 	on 	hyvä 	vuokra 	B2018
Konala 	3h,k,kph,p 	kt 	68,00 	182000 	2676 	1960 	3/4 	ei 	tyyd. 	oma 	
Lauttasaari 	3h, k, p 	kt 	68,50 	378000 	5518 	1954 	4/4 	ei 	tyyd. 	oma 	G2013
Roihuvuori 	3h, k, kph, vh,... 	kt 	70,00 	290000 	4143 	1957 	1/3 	ei 	hyvä 	vuokra 	D2007
Lassila 	3h, k, lasitett... 	kt 	71,00 	268000 	3775 	1986 	3/6 	on 	hyvä 	oma 	F2013
Vesala 	3h, k, kph, p 	kt 	72,50 	139000 	1917 	1990 	3/4 	ei 	hyvä 	vuokra 	E2007
Viikki 	3h, avok., s/kp... 	kt 	79,00 	323000 	4089 	2011 	2/4 	on 	hyvä 	vuokra 	
Vallila 	3h,avok,s, ter.... 	kt 	82,50 	442000 	5358 	2012 	3/5 	on 	tyyd. 	vuokra 	
Aurinkolahti 	3h,avok, kph, e... 	kt 	85,00 	457000 	5376 	2015 	4/12 	on 	hyvä 	oma 	B2007
Etu-töölö 	3h, halli, k, k... 	kt 	116,00 	750000 	6466 	1928 	3/6 	on 	tyyd. 	oma 	E2013
Munkkiniemi 	2-3h, avokeitti... 	kt 	58,50 	415000 	7094 	1936 	2/5 	on 	hyvä 	oma 	F2013
Katajanokka 	3H+KT+PARVEKE 	kt 	64,00 	577000 	9016 	1940 	5/8 	on 	hyvä 	oma 	C2018
Lauttasaari 	3h+avok+kph+las.p 	kt 	66,00 	525000 	7955 	2019 	5/8 	on 	hyvä 	oma 	C2013
Puotila 	3h+k 	kt 	67,00 	233000 	3478 	1961 	2/3 	ei 	hyvä 	oma 	F2007
Puotila 	3h, k, kph, eri... 	kt 	70,00 	190000 	2714 	1963 	2/4 	on 	hyvä 	vuokra 	D
Oulunkylä 	3h, k, kph, las... 	kt 	74,00 	310000 	4189 	1965 	1/3 	ei 	tyyd. 	vuokra 	E2007
Kannelmäki 	3h + k + lasite... 	kt 	74,50 	156000 	2094 	1973 	3/5 	on 	huono 	vuokra 	D2007
Malminkartano 	3h, k, s 	kt 	80,00 	240000 	3000 	1985 	3/4 	ei 	hyvä 	vuokra 	
Suutarila 	3h +k+ruokailut... 	rt 	85,00 	196000 	2306 	1953 	-1/3 	ei 	tyyd. 	oma 	
Kruununhaka 	3h+avok+kph+s+w... 	kt 	108,00 	735000 	6806 	1951 	2/7 	on 	hyvä 	oma 	E2007
Pajamäki 	3h, k, kph, vh,... 	kt 	64,00 	305000 	4766 	1959 	4/4 	ei 	hyvä 	vuokra 	F2013
Roihuvuori 	3 h+k+parveke (... 	kt 	71,00 	230900 	3252 	1959 	4/4 	ei 	tyyd. 	vuokra 	F2013
Patola 	3h+k 	kt 	76,00 	206000 	2711 	1973 	1/3 	ei 	hyvä 	oma 	F2013
Oulunkylä 	3h+k+apuk+kph+e... 	kt 	80,50 	239000 	2969 	1976 	3/3 	ei 	tyyd. 	vuokra 	F2018
Kallio 	3h+avokeitti... 	kt 	65,00 	420000 	6462 	1962 	1/7 	on 	hyvä 	oma 	G2013
Tapaninvainio 	3h+k+s+autotalli 	rt 	73,00 	258000 	3534 	1990 	1/1 	ei 	tyyd. 	oma 	
Tapanila 	3 h, k, kh, sau... 	rt 	76,50 	230000 	3007 	1979 	  	ei 	  	vuokra 	
Tapulikaupunki 	3h+k 	rt 	77,50 	172000 	2219 	1991 	1/2 	ei 	tyyd. 	vuokra 	F2013
Kallio 	3 h, keitti... 	kt 	79,00 	409000 	5177 	1914 	3/6 	on 	hyvä 	oma 	F2013
Etelä-haaga 	3h, k, kph, las... 	kt 	62,00 	260000 	4194 	1966 	3/5 	on 	hyvä 	oma 	E2013
Ruoholahti 	3h+k+s 	kt 	69,50 	585000 	8417 	1996 	7/7 	on 	hyvä 	oma 	E2013
Etelä-haaga 	3h, k, kph, par... 	kt 	87,00 	428000 	4920 	1958 	3/3 	ei 	hyvä 	oma 	D2018
Kamppi 	3h, k, kph ja wc 	kt 	118,00 	1024000 	8678 	1882 	4/4 	on 	hyvä 	oma 	C2018
Pajamäki 	3 h, k, kph, p ... 	kt 	60,50 	268000 	4430 	1959 	6/8 	on 	tyyd. 	vuokra 	F2013
Tapanila 	3h+k+kph+lasite... 	kt 	69,00 	224000 	3246 	1967 	1/3 	ei 	hyvä 	oma 	D2007
Kivikko 	3h, k, s, kph, ... 	kt 	72,00 	192000 	2667 	2000 	2/3 	on 	hyvä 	vuokra 	E
Ullanlinna 	3-4, k, kph, halli 	kt 	104,80 	690000 	6584 	1923 	2/6 	on 	tyyd. 	oma 	F2013
Konala 	3h+k+kph+iso pa... 	kt 	68,00 	176000 	2588 	1985 	2/2 	ei 	tyyd. 	vuokra 	G2013
Aurinkolahti 	3h+avok+kph+s+l... 	kt 	72,50 	340000 	4690 	2005 	3/6 	on 	hyvä 	oma 	D2013
Pitäjänmäki 	3h, kt, s 	kt 	73,00 	369900 	5067 	2019 	8/8 	on 	hyvä 	vuokra 	C2018
Maunula 	3 h+k 	kt 	77,00 	220000 	2857 	1971 	4/4 	on 	hyvä 	vuokra 	E2007
Alppila 	3h+k 	kt 	60,50 	394000 	6512 	1920 	4/7 	on 	hyvä 	oma 	F2013
Kannelmäki 	3h+k+s 	rt 	81,50 	254000 	3117 	1980 	1/2 	ei 	hyvä 	vuokra 	F2007
Myllypuro 	3h+k+parveke (y... 	kt 	61,50 	165600 	2693 	1964 	1/8 	on 	huono 	vuokra 	D2007
Tapanila 	3h, k, vh, p 	kt 	64,00 	195454 	3054 	1966 	2/3 	ei 	huono 	oma 	E2013
Etelä-haaga 	3h, k, kph, vh,... 	kt 	67,00 	345000 	5149 	1961 	3/3 	ei 	tyyd. 	oma 	D2007
Kruununhaka 	3h, k, kph, khh 	kt 	78,50 	585000 	7452 	1920 	2/5 	on 	hyvä 	oma 	D2007
Puistola 	3h+k+s+piha 	rt 	83,00 	266000 	3205 	1984 	2/2 	ei 	hyvä 	vuokra 	E2007
Lauttasaari 	3h, avok, kph, ... 	kt 	61,00 	425000 	6967 	1974 	2/9 	on 	hyvä 	oma 	E2007
Munkkivuori 	3h, k, kph, par... 	kt 	64,00 	338000 	5281 	1957 	5/10 	on 	hyvä 	vuokra 	G2013
Herttoniemi 	3h + k + askart... 	kt 	64,50 	346000 	5364 	1947 	1/2 	ei 	tyyd. 	vuokra 	F2013
Itäkeskus 	3h+k 	kt 	69,50 	203000 	2921 	1984 	2/4 	on 	hyvä 	vuokra 	E2018
Länsi-pasila 	3h+k+s 	kt 	72,00 	415000 	5764 	2012 	3/7 	on 	hyvä 	vuokra 	C2013
Munkkiniemi 	3h, k, kph+ 2x ... 	kt 	72,00 	478000 	6639 	1954 	3/4 	on 	hyvä 	oma 	E2007
Puistola 	3 h+k 	kt 	75,00 	160000 	2133 	1975 	2/2 	ei 	hyvä 	vuokra 	E2007
Katajanokka 	3H+KT 	kt 	65,50 	550000 	8397 	1940 	2/8 	on 	hyvä 	oma 	C2018
Myllypuro 	3 h, k, kph, vh... 	kt 	69,00 	215000 	3116 	1964 	4/8 	on 	tyyd. 	vuokra 	F2013
Pukinmäki 	3 h+k 	kt 	74,00 	248000 	3351 	1980 	5/5 	on 	hyvä 	oma 	F2013
Heikinlaakso 	3 h, k, s, terassi 	rt 	80,00 	223000 	2788 	1979 	1/1 	ei 	hyvä 	oma 	F2013
Kamppi 	3h, k, kph ja wc 	kt 	105,50 	897000 	8502 	1882 	3/4 	ei 	hyvä 	oma 	E2018
Konepaja 	3h, avok, kph, ... 	kt 	65,50 	435000 	6641 	2015 	2/6 	ei 	hyvä 	oma 	
Itäkeskus 	3h+k+kph+lasite... 	kt 	68,00 	188000 	2765 	1962 	2/7 	on 	hyvä 	vuokra 	E2007
Mellunmäki 	3h, k 	kt 	73,00 	146000 	2000 	1968 	2/3 	ei 	hyvä 	oma 	D2007
Töölö 	2 h+halli+k 	kt 	86,00 	671000 	7802 	1938 	3/7 	on 	hyvä 	oma 	D2007
Ullanlinna 	2-3 h, k, kph 	kt 	105,00 	900000 	8571 	1908 	3/4 	ei 	tyyd. 	oma 	F2013
Vartiokylä 	3h+k+kph+p+vh 	kt 	63,00 	122000 	1937 	1964 	4/4 	ei 	tyyd. 	vuokra 	
Lauttasaari 	3h+avok+kph+las.p 	kt 	66,00 	490000 	7424 	2019 	2/8 	on 	hyvä 	oma 	C2013
Puotinharju 	3h, k, vh, kph,... 	kt 	74,50 	218000 	2926 	1964 	1/5 	on 	hyvä 	vuokra 	F2013
Mellunkylä 	3h, k, s 	rt 	75,50 	243000 	3219 	1985 	1/2 	ei 	hyvä 	vuokra 	E2013
Punavuori 	3h, k, kph 	kt 	87,00 	635000 	7299 	1920 	2/5 	on 	hyvä 	oma 	D2018
Ullanlinna 	3h,k,lasitettu ... 	kt 	98,00 	883001 	9010 	1905 	2/5 	on 	hyvä 	oma 	F2013
Etelä-haaga 	3h, k, kph, p 	kt 	59,00 	325000 	5508 	1958 	1/3 	ei 	tyyd. 	vuokra 	E2007
Tapanila 	3h,k,kph,lasite... 	kt 	60,00 	185000 	3083 	1985 	1/2 	ei 	tyyd. 	oma 	F2007
Myllypuro 	3h, k, kph, vh, p 	kt 	65,00 	145000 	2231 	1965 	1/4 	ei 	hyvä 	vuokra 	F
Pukinmäki 	3h, k, s/kph, e... 	rt 	71,00 	270000 	3803 	1980 	1/1 	ei 	hyvä 	oma 	D2007
Kamppi 	3h, k, kph, s, ... 	kt 	74,50 	610000 	8188 	1989 	  	on 	hyvä 	oma 	E2007
Maununneva 	3h, k, erill. w... 	rt 	83,00 	320000 	3855 	1986 	-1/2 	ei 	hyvä 	vuokra 	C2007
Paloheinä 	3 h, avok., kph... 	rt 	64,50 	397500 	6163 	2017 	-1/1 	ei 	hyvä 	oma 	C2013
Jätkäsaari 	3h, kt 	kt 	66,00 	333300 	5050 	2021 	2/7 	on 	hyvä 	vuokra 	B2018
Meilahti 	3h+osittain avo... 	kt 	66,00 	423000 	6409 	1942 	1/3 	ei 	tyyd. 	oma 	
Ullanlinna 	3h,k,kph 	kt 	75,00 	620000 	8267 	1907 	1/4 	ei 	hyvä 	oma 	F2013
Kannelmäki 	3h+k+p 	kt 	74,50 	174500 	2342 	1978 	4/4 	ei 	tyyd. 	vuokra 	
Taka-töölö 	3 huonetta, kei... 	kt 	86,00 	655000 	7616 	1946 	3/4 	ei 	huono 	oma 	E2007
Roihuvuori 	3h, k, kph 	kt 	66,00 	155000 	2348 	1955 	2/4 	ei 	hyvä 	vuokra 	F2013
Myllykylä 	3-4h, k, saunao... 	rt 	94,00 	397000 	4223 	2019 	-1/2 	ei 	hyvä 	oma 	C
Etu-töölö 	3h, k, kph 	kt 	99,20 	725000 	7308 	1924 	5/6 	on 	tyyd. 	oma 	G2013
Alppila 	3h+k+kph+vh+par... 	kt 	66,00 	419000 	6348 	1963 	5/7 	on 	hyvä 	oma 	E2018
Pihlajamäki 	3h, k, kph, eri... 	kt 	84,00 	145000 	1726 	1965 	1/4 	ei 	huono 	vuokra 	E2007
Herttoniemenranta 	3h+k+s+erill.wc... 	kt 	101,00 	472000 	4673 	2010 	3/6 	on 	hyvä 	vuokra 	E2013
Kivikko 	3h, k, s, las.p... 	kt 	72,00 	202000 	2806 	2001 	2/3 	on 	hyvä 	vuokra 	D2007
Lassila 	3h, k, kph, s, ... 	rt 	98,50 	250000 	2538 	1982 	-1/2 	ei 	tyyd. 	oma 	E2013
Suurmetsä 	3h+k+vh+las.par... 	kt 	78,50 	108000 	1376 	1971 	1/3 	on 	tyyd. 	vuokra 	D2007
Laajasalo 	3H+K+S 	rt 	83,00 	320000 	3855 	1984 	2/2 	ei 	tyyd. 	oma 	B2007
Honkasuo, malminkartano 	3-4h, k, s, kph... 	rt 	12,50 	1500 	120 	2020 	1/2 	ei 	hyvä 	vuokra 	B2018
Lauttasaari 	3h, k, kph, vh, p 	kt 	69,20 	450000 	6503 	1940 	4/4 	ei 	tyyd. 	oma 	E2013
Honkasuo, malminkartano 	3h, k, s, kph, wc 	rt 	72,00 	284000 	3944 	2020 	1/2 	ei 	hyvä 	vuokra 	B2018
Kruununhaka 	3h+k+kph+wc 	kt 	98,50 	569000 	5777 	1929 	6/9 	on 	huono 	oma 	E2013
Itä-pakila 	3h+k+kph+s+wc 	rt 	78,50 	342000 	4357 	1986 	2/2 	ei 	hyvä 	oma 	
Viikki 	3h+kt 	kt 	50,00 	273000 	5460 	2017 	3/5 	on 	hyvä 	oma 	C2013
Niemenmäki 	3h, k, kph, vh, p 	kt 	63,00 	231000 	3667 	1962 	6/8 	on 	tyyd. 	vuokra 	E2007
Eira 	3h, k, wc/kph, ... 	kt 	67,00 	500000 	7463 	1961 	3/4 	on 	tyyd. 	oma 	D2007
Etu-töölö 	3h+kk 	kt 	69,00 	475000 	6884 	1931 	2/7 	on 	tyyd. 	oma 	F
Kamppi 	3h, avok, kph, ... 	kt 	74,50 	645000 	8658 	1974 	5/6 	on 	hyvä 	oma 	E2013
Itäkeskus 	3h+k+kph+wc+parv 	kt 	76,00 	174000 	2289 	1964 	5/7 	on 	hyvä 	vuokra 	D2018
Pukinmäki 	3 h, k, s, p 	kt 	76,00 	185000 	2434 	1978 	2/3 	ei 	tyyd. 	oma 	D2013
Jollas 	3 h + k + s 	rt 	77,50 	295000 	3806 	1985 	1/1 	ei 	tyyd. 	oma 	E2018
Myllypuro 	3h+k+s 	rt 	80,50 	205000 	2547 	1979 	2/2 	ei 	tyyd. 	vuokra 	F2007
Laajasalo 	3h, k, kph/s, e... 	rt 	83,00 	299000 	3602 	1983 	-1/2 	ei 	hyvä 	oma 	E2011
Marjaniemi 	3h+k+s 	rt 	91,00 	275000 	3022 	1978 	1/1 	ei 	  	oma 	E2007
Honkasuo, malminkartano 	3-4h, k, s, kph... 	rt 	12,50 	1500 	120 	2020 	1/2 	ei 	hyvä 	vuokra 	B2018
Taka-töölö 	3h+kk 	kt 	50,00 	346000 	6920 	1937 	4/6 	on 	tyyd. 	oma 	G2013
Puotinharju 	3h+k+kph+parveke 	kt 	64,00 	215000 	3359 	1963 	3/3 	ei 	hyvä 	vuokra 	E2007
Tapaninkylä 	3h+k+s 	rt 	69,00 	218000 	3159 	1988 	1/1 	ei 	huono 	oma 	
Roihuvuori 	3h+k+kph+parveke 	kt 	70,00 	265000 	3786 	1955 	4/4 	ei 	tyyd. 	vuokra 	E2007
Puotinharju 	3h+k+kph+vh+las... 	kt 	72,00 	172000 	2389 	1962 	5/7 	on 	tyyd. 	vuokra 	
Kannelmäki 	3h,k,s,kph,vh,w... 	kt 	75,00 	214000 	2853 	1985 	2/5 	on 	hyvä 	oma 	F2013
Katajanokka 	3h, k 	kt 	76,00 	523000 	6882 	1913 	4/4 	on 	tyyd. 	oma 	
Lauttasaari 	3h, avok, kph, ... 	kt 	76,00 	584000 	7684 	2017 	5/7 	on 	hyvä 	oma 	C2013
Kaartinkaupunki 	2h+k+kph 	kt 	79,00 	651000 	8241 	1915 	5/6 	on 	tyyd. 	oma 	F2013
Honkasuo, malminkartano 	3-4h, k, s, kph... 	rt 	12,50 	1500 	120 	2020 	1/2 	ei 	hyvä 	vuokra 	B2018
Kannelmäki 	Kerrostalohuone... 	kt 	73,50 	210000 	2857 	1991 	3/3 	ei 	tyyd. 	vuokra 	E2007
Malmi 	3h,avok.,parveke 	kt 	74,50 	135000 	1812 	1966 	2/3 	ei 	tyyd. 	oma 	F
Kontula 	3h, keittö... 	kt 	75,00 	115000 	1533 	1967 	1/8 	on 	tyyd. 	vuokra 	G2013
Tapaninvainio 	3h, k 	rt 	75,00 	240000 	3200 	1982 	1/1 	ei 	tyyd. 	oma 	F
Aurinkolahti 	3h, k, kph, s, vh 	kt 	81,00 	426000 	5259 	2013 	5/5 	on 	hyvä 	oma 	A2007
Vesala 	3h, k, s 	rt 	84,00 	186501 	2220 	1985 	1/2 	ei 	hyvä 	vuokra 	E2013
Laajasalo 	3h, k, kph, p 	kt 	65,00 	244500 	3762 	1966 	2/3 	on 	tyyd. 	oma 	E
Koskela 	3h, k, kph, vh,... 	kt 	74,10 	165000 	2227 	1973 	5/6 	on 	tyyd. 	vuokra 	G2013
Mellunkylä 	3h, k, s, erill... 	rt 	83,50 	196000 	2347 	1985 	-1/2 	ei 	tyyd. 	vuokra 	E2007
Vesala 	3h+k+s 	kt 	76,50 	170000 	2222 	1990 	3/5 	on 	hyvä 	vuokra 	F2013
Herttoniemenranta 	3h+k+kph+s+las.... 	kt 	77,00 	390000 	5065 	2010 	4/7 	on 	hyvä 	vuokra 	E2013
Kontula 	3h, k, kph, wc,... 	kt 	77,50 	129000 	1665 	1966 	2/5 	ei 	tyyd. 	vuokra 	G2013
Lassila 	3h, k, kph, s, ... 	rt 	85,00 	302178 	3555 	1986 	-1/2 	ei 	hyvä 	vuokra 	E2013
Honkasuo, malminkartano 	3-4h, k, s, kph... 	rt 	12,50 	1500 	120 	2020 	1/2 	ei 	hyvä 	vuokra 	B2018
Honkasuo, malminkartano 	3h, k, s, kph, wc 	rt 	72,00 	285000 	3958 	2020 	1/2 	ei 	hyvä 	vuokra 	B2018
Vallila 	3h+kt+s+parveke 	kt 	63,00 	430000 	6825 	2013 	3/6 	on 	hyvä 	oma 	C2018
Kurkimäki 	3h, k, s 	kt 	72,00 	158000 	2194 	1985 	3/3 	ei 	tyyd. 	vuokra 	
Malmi 	3h,avokeitti... 	rt 	72,00 	365000 	5069 	2019 	1/2 	ei 	hyvä 	oma 	B2018
Honkasuo, malminkartano 	3-4h, k, s, kph... 	rt 	12,50 	1500 	120 	2020 	1/2 	ei 	hyvä 	vuokra 	B2018
Haaga 	Kiva pieni kolm... 	kt 	61,00 	299000 	4902 	1954 	6/7 	on 	hyvä 	oma 	F2013
Ullanlinna 	3h+avok+kph 	kt 	61,00 	450000 	7377 	1935 	3/5 	on 	hyvä 	oma 	E2007
